,content,at,score
17103,The game is not loading on my mobile data it is loading by wifi how can I fix this,2021-08-04 08:06:42,1
17104,Good.,2021-09-25 10:19:00,4
17105,It can be the best game.,2021-07-27 01:51:24,4
17106,"Im very disappointed about your game, you remove the Facebook, how can we log.in to our account if you remove the Facebook, please bring back facebook my accounts was log in only in facebook",2022-02-23 09:04:19,1
17107,Good game in my opinion.,2022-02-05 21:54:00,5
17108,"I give this a 1 it doesn't let me build and kill. Also, Where's the heavy snipers?",2021-01-30 05:44:00,1
17109,"I dont care if I'm playing a ""dead game"" and that I'm over due this game is fantastic and addictive it's got loads to do from destroying a player's village to leveling up your town hall it is surely the best mobile game on my library and I recommend it 😉.",2022-02-20 16:28:45,5
17110,"The rating speaks for itself, thank you.",2022-02-16 16:14:24,5
17111,Wonderful and full of joy,2022-02-21 03:45:55,5
17112,Nice game,2021-01-25 16:03:54,2
17113,I this game is worse ever never found goood trophy all league 👎👎👎,2022-01-30 01:48:53,1
17114,Very nice,2021-12-11 08:26:47,1
17115,Th10 toggles not woring during war please fix it. Only show cc,2021-06-16 08:47:48,2
17116,Mantap,2022-02-17 09:27:56,4
17117,Verry nice,2021-11-17 05:23:28,2
17118,I Love this Game,2021-11-17 01:03:08,4
17119,3 star nalang po kasi wala na pala siyang global chat boring na kasi pag di active ung kasama sa clan di na pala siya gaya dati na my global sana ..sana po ma ibalik salamat,2022-01-21 03:16:26,3
17120,Nice game,2021-02-01 12:31:25,1
17121,ABDULLAH PUBG,2021-03-17 12:38:44,4
17122,A lot of content little bit grindy but for the rest a great game,2021-03-06 08:27:33,4
17123,Nooob game free fire best,2021-10-17 15:43:53,1
17124,Please add Pakistani flag🇵🇰 in COC,2021-07-14 17:13:59,1
17125,"Could you please bring the global chat back? That way, It's easier for use to find clan.",2022-01-17 14:23:45,3
17126,After one day it is not opening,2022-01-24 05:55:07,1
17127,Amazing,2022-03-04 09:21:39,5
17128,I can't open the game it keeps crashing,2021-10-06 18:34:53,2
17129,This game is very good game,2022-02-17 15:43:41,3
17130,Soe Min219441,2022-03-11 12:33:42,5
17131,I am TH 10 when I start search to attack I am getting Th 11 base and Village also raiding by TH 11 attackers 😤😡,2021-10-24 13:30:30,1
17132,Kindly back global chat I give 3 star,2022-03-06 01:59:07,1
17133,Worse game,2022-03-04 03:52:20,1
17134,Amazing! But should reduce upgrading time. Waiting for more new features in the game,2022-02-12 23:23:25,4
17135,Today update game but not working,2021-09-27 13:06:45,1
17136,This game is best,2022-02-21 00:52:34,5
17137,wow,2022-02-06 21:33:14,5
17138,"This game is the best game that I have played yet still there's a problem when I updated it and ho to the game it says there's a new update but its already updated please fix it cheers,alfa angelo",2022-02-17 01:04:04,4
17139,You banned my account without any reason,2021-02-18 09:34:57,1
17140,I love this game,2021-09-26 13:27:59,4
17141,Nice,2022-01-23 04:27:55,5
17142,Good,2021-03-15 18:17:30,3
17143,Long duration game,2020-12-11 06:43:25,4
17144,Not bad,2021-05-12 15:56:22,3
17145,😉,2021-12-11 02:09:03,1
17146,"Love the game, great strategic kind of game, gets the mind working",2022-02-07 07:34:25,5
17147,Nice app,2022-02-21 10:55:39,5
17148,"Now it's time for shortening update time , In this hard and fast world,Coc developer team still not think to go faster and not change with time..i think now need to change with the time. From- Zankhara clan",2021-12-13 18:25:06,3
17149,Wow,2022-02-16 14:53:49,5
17150,This game is very nice,2022-03-06 02:23:29,5
17151,I like this game,2022-03-07 15:26:05,5
17152,Good,2021-06-17 07:19:47,3
17153,Ok,2020-12-11 23:57:57,2
17154,Cant launch it anymore it just closes every time i open it,2021-03-23 00:52:05,1
17155,Make a website we can top up gems...,2021-09-22 08:03:57,3
17156,Scamed me,2022-02-28 01:53:17,1
17157,❤️,2022-02-25 07:11:07,5
17158,kidiloski,2022-02-16 05:19:39,5
17159,Server always gets crashed !,2021-05-04 06:28:11,2
17160,It is the best game ever I have a th 4 and th 9 base but I want to say that it's been over 1 year and u supercell company have not added a game plz add game BTW best game,2021-08-21 04:00:34,4
17161,"my coc account was overwritten by another supercell id account, please give me how to return me my coc",2022-02-18 16:47:50,1
17162,level up the th,2022-02-16 16:05:06,5
17163,Plz we need a Bangladesh flag in this game plz plz. Join my clan AscSamad KingBD.,2021-09-28 03:17:42,1
17164,so good,2022-02-16 13:53:47,5
17165,"When there's a update available, it's difficult to update on the Huawei P40. Any suggestions cause we need to go through a 3rd party app.",2022-02-16 20:16:28,1
17166,Nice,2021-01-15 09:05:39,4
17167,Please fixed the issue on the loading screen he can't loading,2021-06-03 14:51:43,1
17168,Nice,2021-12-01 15:47:08,1
17169,Joy joy butter fastcat,2022-03-07 02:18:34,5
17170,Please give us back global chat please it's too boring and with out global chat we can't recruiit member please give us back global chat 😖😖,2021-02-13 13:51:04,4
17171,I haven't found any glitches it can take long but the next day u actually have something to do,2022-02-08 22:39:01,5
17172,Nice game for time pass,2022-02-16 22:05:36,5
17173,Really bad,2021-07-01 05:57:55,1
17174,Well just got back to it after 5 years still very good but so long to built,2021-06-01 23:55:38,4
17175,"I'm so disappointed ,while I'm attacking a base there's an error issued",2022-02-22 10:12:02,1
17176,ok good..need more troops& challenge,2021-07-01 14:51:04,4
17177,I just downloaded the game and it will load in a little bit and it wont let me play at all,2022-01-24 11:21:16,1
17178,Very nice 👌 and good game...,2022-02-16 22:47:33,5
17179,"A good game for time pass. But, in every town hall how much troops, wall, etc etc need to update can u imagine!!!? It's really annoying to update so many things twice or more in every townhall.",2021-12-27 14:38:02,1
17180,Nice,2022-02-26 04:09:50,5
17181,Pulls out from the game in loading page 😡please check that issue many of the players is getting this issue,2021-12-04 15:56:55,1
17182,Nice,2021-08-20 18:14:34,4
17183,Its good before this update because now its characters looks like ugly when it on and the processing time is very morr,2021-05-05 07:49:11,1
17184,The Worst Game I ever Had it will take all of your time ....,2021-02-27 12:07:49,1
17185,I cnt update my coc,2022-02-16 17:05:04,5
17186,Epic,2021-12-04 15:13:23,4
17187,Turns your music off when opening.,2022-01-11 15:06:00,1
17188,I think it's a costly game you can put rupees Fodor this game,2022-01-21 14:16:21,5
17189,i quit this game,2022-02-13 14:49:28,1
17190,See is wonderful game,2022-02-17 14:54:27,5
17191,Nice game,2021-12-03 15:37:45,4
17192,love this,2021-12-15 10:17:24,4
17193,Addictive game... Can be improved further..,2021-09-29 14:22:33,3
17194,This good no very good game,2022-02-24 01:37:58,5
17195,Good,2021-04-02 04:49:48,4
17196,It's a nice game,2022-03-06 04:12:14,5
17197,"Good game, bit buggy when opening",2021-12-29 21:41:00,4
17198,this game is super fun I have a lot of fun with it,2022-02-17 10:22:59,5
17199,"It is, indeed, one of the most amazing game I've ever played but I can't open it now. 🙂",2021-12-10 14:50:59,3
17200,It takes a lotta patience but good,2021-09-21 05:31:09,4
17201,Heheheha,2022-02-05 23:33:09,5
17202,"After last update, which locked out any device that can't upgrade to iOS 11, like my iPad, which has played for 9 years, why would you start playing this game? No interest in supporting players, or even responding to them.",2022-02-20 07:23:49,1
17203,Every time after a new update never seems to get back on but the game is great,2021-06-15 18:49:46,3
17204,From town hall 7 it takes many hours to upgrade things. But game is very enjoyable and I like it👍👍👍,2021-08-17 08:13:39,4
17205,Good game but please take global back,2022-02-20 05:39:10,4
17206,The hame is awesome bit log in to supercell id is a headach,2021-05-27 11:02:52,4
17207,For recreational only,2022-03-15 06:48:09,5
17208,Best app,2022-01-24 05:06:31,5
17209,Wery super game,2022-02-18 03:11:38,5
17210,Since new update it won't let me even get on the game I have Uninstaller it several times and reinstalled. It says installed but when I try to play I can't even get in the game it stops up loading. Frustrating.,2021-09-28 02:19:47,3
17211,OP game OP game,2022-03-01 15:32:12,5
17212,Nice,2021-05-09 04:38:42,4
17213,I love 💕 this game,2022-01-04 08:50:08,4
17214,Very wrost app,2021-05-25 08:04:43,1
17215,Much better than free fire 🔥,2022-02-16 16:16:55,5
17216,All,2022-02-20 17:29:48,5
17217,"So slow to reply for help n support,So I chat again on my differwnt account in coc then I got banned for 31 days nice phishing attempt huh.I will change my ratings once I open my banned account.",2022-02-25 08:18:27,5
17218,i give only 4 star for now because other account like china personel thier account can not attack or even in scout ..in clan war leauge battles,2022-03-08 07:15:42,4
17219,Nice,2021-04-12 12:15:35,1
17220,bruh your update is god level trash about trophies system better work on syncing I just lost 59 trophies cuz of your trash slow syncing system. Curse u and your game,2021-09-27 20:33:58,1
17221,Mstttttttt game hai,2022-02-18 17:57:49,5
17222,Manush ke thakano game,2021-09-27 14:03:13,1
17223,I want to get back my previous account and then you just ban my account when im verifying that it was my account. Why? Im trying to play this game again but now its ruined. supercell reply!,2021-04-27 08:06:41,1
17224,"This game is really nice ,and control is easy and best graphic ,I have level 9 town hall I have not so much exlier or gold .I am made a very powerful defense system and a good village.🏰",2022-02-16 13:27:44,5
17225,Nice Game,2021-12-20 07:52:28,4
17226,"I,am playing this game second time because my first account was not opened I,am playing second time I Didn't fell boring. Really I, love this game 🎮 This game we won't best Thinking 🤔 strategy and patience.",2021-06-08 09:17:22,3
17227,रावल सिंह भाटी samrau,2022-02-18 15:05:26,5
17228,awesome game my th is 9 max.,2022-03-14 04:30:25,5
17229,Only use the mind guys,2021-04-26 12:00:01,3
17230,Your game is the best but my first account was AK King was the name my town hall was 6 but when I again reinstall your game my old Town Hall 6 account was gone and started with new account please fix this problem,2021-09-08 13:53:54,4
17231,Nice,2022-02-06 05:04:48,5
17232,𝑻𝒉𝒊𝒔 𝒈𝒂𝒎𝒆 𝒖𝒔 𝒈𝒐𝒐𝒅 𝒂 𝒈𝒐𝒐𝒅 𝒔𝒕𝒓𝒂𝒕𝒆𝒈𝒚 𝒈𝒂𝒎𝒆 𝒊𝒎 𝒕𝒐𝒘𝒏𝒉𝒂𝒍𝒍 9 𝒃𝒖𝒕 𝒊𝒎 𝒏𝒐𝒐𝒃 ):,2022-01-26 23:13:37,5
17233,Its an ok game. So far it doesnt seem too play to win. Not really much else to say.,2021-06-30 11:47:45,4
17234,Yesterday i purchase a pack of gems and some few more items My money get debited from my account and i didn't get that damn package thats why i gave 1 star any one who can help me?,2021-05-07 03:24:32,1
17235,We could use a world map,2022-02-16 13:23:33,5
17236,Waste of time and stress feel,2021-04-30 09:51:47,1
17237,I love playing the game really fun but me and my friends want to be able to buy stuff from the game I mean its fun but i think id find it more if we could use the supercell store in Africa,2022-02-17 01:31:19,4
17238,Tho nice app nice thing i feel that i am real boss of this world i love but if there have a choise to make base then i give it 5 star rate but ok only 4 is enough,2021-04-28 11:25:58,4
17239,This game has too many Skeletons but there is Hog rider,2021-12-26 15:03:10,2
17240,Great game ♥️,2022-02-26 03:02:26,5
